lang,rate_15150000,rate_15900000,rate_15990000,rate_16020000,rate_16480000,rate_16610000,rate_17580000,rate_18550000,rate_19800000,rate_20160000,rate_21060000,rate_21250000,rate_21350000,rate_22260000,rate_24310000,rate_24440000,rate_24500000,rate_24870000,rate_26210000,rate_27470000,rate_27510000,rate_28950000,rate_31920000,rate_33880000,rate_34060000,rate_34240000,rate_35880000,rate_37350000,rate_37730000,rate_38090000,rate_38430000,rate_38450000,rate_38680000,rate_39490000,rate_39530000,rate_39730000,rate_40510000,rate_42530000,rate_43170000,rate_43300000,rate_43580000,rate_44090000,rate_48090000,rate_49810000,rate_51180000,rate_54530000,rate_54940000,rate_55010000,rate_56710000,rate_58570000,rate_58890000,rate_58940000,rate_59060000,rate_61790000,rate_62350000,rate_63150000,rate_63550000,rate_63940000,rate_66220000,rate_66730000,rate_67310000,rate_67600000,rate_67720000,rate_68470000,rate_69020000,rate_69330000,rate_69440000,rate_69670000,rate_71100000,rate_71360000,rate_71630000,rate_71880000,rate_73160000,rate_73770000,rate_73960000,rate_75490000,rate_78400000,rate_80330000,rate_80850000,rate_81690000,rate_81800000,rate_82810000,rate_84240000,rate_84940000,rate_86390000,rate_86450000,rate_88250000,rate_88480000,rate_88600000,rate_88810000,rate_89520000,rate_91130000,rate_91990000,rate_92880000,rate_93090000,rate_96010000,rate_97240000,rate_97730000,rate_99660000,rate_99790000
OldHighGerman,1.475218,0.618169,0.693524,0.510574,0.488655,0.740471,0.753104,0.622950,0.870944,0.431005,1.046304,0.950725,1.920817,0.638887,0.305581,0.418684,0.636981,0.824219,0.684999,0.646209,0.535661,0.555267,1.153607,1.551599,1.962762,0.369393,1.533406,2.120049,0.988096,1.793452,1.083328,0.738001,0.553266,1.085164,0.441082,1.008455,0.476201,0.873371,0.552197,0.818774,0.632999,0.771362,0.301059,0.956441,1.087103,0.595510,0.712963,0.328475,1.107318,0.561607,0.788357,0.567681,1.119145,0.707929,1.341501,0.516396,0.543289,0.653181,1.182344,0.470509,1.321137,0.668489,1.581593,0.372575,0.336454,1.307652,1.090528,0.538228,0.939384,0.898493,1.680142,0.896215,1.647639,0.535353,1.006471,1.126385,1.044718,0.626307,0.815477,0.682167,0.755352,1.884089,1.197524,0.385259,0.884419,1.166376,0.879585,0.952004,1.539784,0.734304,0.485390,1.061340,0.664014,0.691850,0.645947,0.814455,1.389439,1.057965,0.408575,0.509453
MiddleHighGerman,0.122275,1.087777,0.721375,0.490993,0.529567,1.489127,0.400060,0.425544,0.469091,0.277115,0.365648,0.347868,0.600425,0.349274,0.352273,0.326037,0.209713,0.997437,0.199079,1.604501,0.535777,0.802122,0.229452,0.338077,0.208369,0.191826,1.863105,0.564040,0.634666,0.460605,0.240156,0.320374,0.195582,0.732727,0.283931,0.739390,0.805382,0.262214,0.186955,0.271842,0.223513,0.499398,0.764292,0.873676,0.743122,0.415084,1.674336,0.462873,0.307607,0.415271,0.142350,0.387431,0.142179,0.385449,0.250660,0.427916,0.344220,0.833253,0.632283,0.299026,0.113751,0.431911,0.928591,1.542152,0.213235,0.444040,0.254144,0.275740,0.211782,1.463458,0.539809,0.380927,0.469213,0.442206,0.532137,2.031221,0.146737,0.382663,0.209125,0.207442,0.184173,0.589166,0.295061,1.304952,0.605882,0.512637,0.707174,1.311773,1.867976,0.729634,0.690996,0.525372,1.712091,0.509632,0.443509,2.367871,0.710700,0.366820,0.758799,0.680049
Luxembourgish,2.235742,1.424438,2.275886,2.265597,3.162446,1.542682,2.381665,1.319999,1.237844,1.913867,0.858001,1.602389,1.209200,1.168378,1.592897,1.373125,1.332870,1.501770,1.968059,1.250074,0.700866,1.514333,1.100451,1.496463,1.261209,0.721344,1.672384,2.375062,1.726233,0.933443,1.763846,1.819144,0.904776,1.714834,2.336076,1.468896,1.621810,0.683087,0.875526,1.209654,1.314081,0.732519,1.157515,0.894613,1.237744,1.174291,1.027225,0.981815,1.227103,1.210894,0.920999,1.026769,1.304666,1.260592,1.270630,1.071717,2.620443,1.908194,1.074638,1.222163,1.110131,1.773239,1.990538,0.867033,2.807442,1.826784,1.286343,1.889076,1.814944,3.892077,1.054401,1.442394,0.755804,0.918337,1.120235,1.254793,1.302356,1.456595,0.819060,2.144259,1.666876,1.028529,1.903357,1.810935,1.741589,1.627097,2.128800,1.672843,2.001329,2.756569,1.238783,1.986547,2.159266,1.619997,1.329023,1.822701,1.918293,2.215413,1.296392,1.102943
German,0.383217,0.817502,0.462875,0.490181,0.293147,1.140272,0.463626,0.694933,0.414240,0.189202,0.314562,0.702773,0.461687,0.397252,0.442729,0.417527,0.233934,0.214688,0.177468,0.481063,0.298462,0.365166,0.251764,0.374696,0.248733,0.181749,0.320314,0.495075,0.336146,0.194641,0.423790,0.320653,0.199922,0.416621,0.568614,0.407248,0.349713,0.277094,0.924605,0.713331,0.220917,0.428144,0.209949,0.510823,0.244871,0.200661,0.129949,0.203665,0.270359,0.336598,0.302478,0.223757,0.229392,0.155507,0.226239,0.294649,0.405939,0.289949,0.340342,0.617549,0.256579,0.394640,0.191860,0.772695,0.380354,0.367927,0.132753,0.211115,0.544980,1.006214,0.261722,0.313694,0.286885,0.527652,0.234185,0.585462,0.348746,0.195908,0.613323,0.537830,0.262186,0.174227,0.376917,0.745086,0.540386,0.369783,0.283864,0.503180,0.878392,0.836213,0.352391,0.389825,0.212929,0.402855,0.404114,0.571429,0.312528,0.536423,0.312688,0.163877
GermanBernese,2.015506,3.977494,1.716391,1.817646,1.232132,3.089607,1.680806,1.579463,1.015622,1.633984,1.422797,1.615229,1.130029,1.606094,0.653997,0.965165,0.762723,1.058799,1.691928,1.421899,1.447423,1.336628,0.733685,1.385751,0.886578,1.000762,1.162339,2.292691,0.821176,1.047594,0.672071,0.793731,0.400260,1.422272,2.051805,1.545962,1.961658,0.868568,2.209013,3.235804,2.170651,1.749392,1.135201,2.269419,1.135991,1.052517,0.906784,0.457882,1.195474,1.098550,1.643944,1.459184,1.644553,1.287769,0.835636,1.929526,1.468482,1.311798,2.079986,1.357996,1.615186,1.283264,0.814493,2.412369,1.227947,0.848855,0.865782,0.972954,1.580982,1.842213,0.872054,1.006291,0.726971,3.174122,1.846987,2.981044,1.122460,1.344388,0.888797,1.846217,1.624220,1.032312,1.385635,2.012151,2.232045,1.629442,1.406744,0.867584,2.798122,1.342430,1.305131,1.258860,2.633006,1.543835,1.310722,2.725161,1.570649,1.257908,1.052383,0.739782
Latin,0.234770,1.215628,0.954085,0.883689,1.835506,0.348609,0.750126,1.455352,0.552198,0.701197,1.482628,0.545853,0.224549,0.969730,0.862380,0.956489,0.572788,0.824345,0.295768,0.534671,1.098812,0.728931,0.789078,0.455542,0.310679,0.298779,0.758871,0.295380,1.101993,1.019151,0.601027,1.178029,0.347442,0.848818,0.362698,0.632949,0.292432,0.935076,0.225956,0.491784,0.657453,0.894598,1.059421,0.641029,0.727397,0.832875,0.525335,1.198310,0.562601,0.796956,0.255765,0.257169,0.720301,0.384606,0.373955,0.455700,0.785758,0.551861,1.036821,0.668971,1.004851,0.386329,0.582061,0.759021,1.329416,0.489342,0.492677,0.235514,0.799723,0.645717,0.578912,0.469764,0.374920,0.557748,1.278403,1.427377,0.531565,0.391423,0.611959,0.288900,0.499186,0.584586,0.458064,0.466864,0.795400,0.592792,0.602162,0.564609,0.474559,0.447963,0.360614,0.517473,0.260973,1.098772,0.310847,0.488954,0.866921,0.560765,0.383337,1.021371
Romanian,0.644723,0.839260,0.798227,0.810096,0.641265,0.846123,1.132752,0.809696,0.826783,1.053140,0.799099,1.351685,0.496190,0.588737,0.695305,0.921001,0.663935,0.738189,0.884574,0.867031,0.890325,0.942519,0.891379,0.666760,0.546551,0.663601,1.603807,0.580503,0.429685,0.701212,0.879787,0.878257,0.522131,0.721529,0.906264,0.968120,0.787794,0.925000,0.523083,0.661544,0.714129,0.825547,0.844246,1.080946,0.657553,0.861282,1.217879,0.727606,0.637589,1.100971,0.608171,0.604356,0.959597,0.444390,0.563793,0.844664,1.105333,0.890677,0.579642,0.687629,1.029310,0.910095,0.939993,0.330488,0.687320,0.801532,0.817285,0.647189,1.423195,0.686618,1.187507,1.342945,0.860294,0.732449,0.642989,0.860379,0.764555,1.324680,0.995577,0.455491,0.576371,0.942428,1.139415,0.792899,1.686124,1.568349,1.018295,0.904388,0.635842,0.492460,0.536131,1.101902,0.507953,1.012750,1.030997,0.997706,1.519341,1.024728,0.869196,0.931094
MeglenoRomanian,1.173819,1.150211,1.153200,0.936203,0.721023,0.729917,0.634626,1.150989,1.151288,0.775512,0.983497,1.476656,0.962688,1.012613,1.250847,1.089490,0.986137,1.245651,0.682046,1.150062,1.239626,0.940745,1.563238,0.945913,0.587678,0.796050,1.992147,1.249282,0.726286,1.389195,0.874225,0.872705,1.060305,0.785373,0.775962,1.030878,1.339161,0.934159,0.535622,0.577009,0.934203,0.927595,1.514176,1.643221,0.565132,0.758104,2.529973,1.585277,1.157801,0.947818,1.000289,0.994014,1.088966,0.721313,0.648961,2.015882,1.745669,1.003284,1.051376,1.390521,1.532382,2.095139,1.287913,0.918659,1.046891,1.121746,0.863974,0.889815,1.294959,1.775139,1.153955,1.696541,1.013919,1.341858,0.769398,1.405166,1.428656,1.159147,1.648717,0.959431,0.609694,1.012962,1.503609,1.119376,2.748990,1.772514,1.415261,1.046672,0.998124,1.000274,0.845180,1.364229,1.015782,0.905236,1.977277,1.240955,1.798951,1.369025,1.132902,1.924642
DalmatianVegliote,3.518135,1.540357,1.540899,1.051238,1.077030,1.028095,1.619967,1.679698,0.999307,1.196383,1.780105,1.771234,1.884580,2.457140,1.261808,2.001035,2.025139,3.262898,2.525811,2.134700,2.186804,1.939971,1.335561,1.137436,1.598263,1.588038,1.450897,0.796572,1.016016,1.044041,1.128083,1.150924,1.187955,1.366749,1.208711,1.438541,2.281441,2.375574,1.479506,1.456656,1.424605,2.378619,1.560061,1.251278,1.314476,0.762870,1.224404,1.196392,1.170512,1.590211,1.063969,1.472206,1.402850,1.801022,1.777467,0.934924,1.364750,1.476756,1.394696,0.906874,2.212571,1.652605,1.200189,0.770731,0.737664,0.851423,1.425878,0.709676,1.314805,1.491735,1.642022,0.988366,1.308383,1.729912,1.778976,2.419509,0.977388,2.081910,1.495268,1.018007,2.089997,1.617442,1.103537,0.954090,1.100909,1.458450,2.621209,2.623884,1.534524,0.760615,1.420400,1.133567,1.333418,1.047685,1.144036,1.572339,1.919964,1.764648,1.382437,1.370216
Neapolitan,0.764602,1.116413,0.784796,0.789907,0.631256,0.441719,1.067190,0.615546,0.834799,0.340750,0.654022,0.768473,0.751622,0.722231,0.692959,0.633736,0.828055,0.606106,0.604915,0.634704,0.649034,0.583297,0.528611,0.824535,0.626947,0.620048,1.510414,0.541622,0.578484,0.784650,0.516687,0.536406,0.547847,0.593076,0.577238,0.647450,0.685718,0.702982,0.419702,0.690274,0.543993,0.630767,0.868166,0.590436,0.689934,0.588087,0.690456,0.473685,0.641025,1.017196,0.995409,1.001100,0.591096,0.473166,0.567004,0.898717,0.724188,0.874180,0.542722,0.450007,0.590075,0.629660,0.912344,0.389861,1.018544,1.460660,1.492117,1.340041,0.736439,0.571851,0.529229,0.669398,0.570724,1.180530,0.659572,1.015368,0.580010,0.791622,0.949997,0.641469,1.027108,0.678952,0.536993,1.175448,0.681924,0.400453,1.177907,0.759971,0.788128,0.362486,0.452818,0.819017,0.731054,0.905461,0.698244,0.970776,0.587128,0.646078,0.775845,0.950946
Italian,0.538467,0.307620,0.470078,0.262684,0.194406,0.249424,0.371338,0.172994,0.407095,0.265284,0.379941,0.328900,0.358773,0.818293,0.146299,0.149855,0.439143,0.420194,0.437153,0.529643,1.156395,0.375881,0.232474,0.200104,0.203458,0.735148,0.668526,0.641704,0.381096,0.167771,0.302594,0.307026,0.395299,0.474691,0.366140,0.980802,0.281009,0.413754,0.371288,0.271587,0.231228,0.552406,0.441853,0.261687,0.521305,0.399428,0.299357,0.319945,0.333282,0.324884,0.404075,0.341162,0.191499,0.253333,0.435690,0.218457,0.572480,0.199325,0.304091,0.348301,0.308589,0.262813,0.626798,0.322939,0.336363,0.586897,0.626312,0.380156,0.476038,0.383419,0.345842,0.713450,0.291613,0.230543,0.239316,0.729574,0.193022,0.468958,0.252169,0.496229,0.231522,0.161534,0.390869,0.381950,0.187206,0.336605,0.166760,0.320913,0.343566,0.410262,0.392015,0.416495,0.467876,0.397663,0.251260,0.379130,0.544155,0.326692,0.584101,0.353734
Friulian,0.894254,1.060475,0.636456,0.597000,0.456139,0.456853,1.243215,0.656789,1.081224,0.537786,1.230974,0.885804,1.189824,1.118524,0.768394,0.731400,0.790242,1.979842,1.192390,0.543669,0.617539,1.304197,0.412670,0.960861,0.532805,0.879099,1.097072,0.742824,0.737926,0.775123,0.632226,0.736809,0.546685,0.736058,0.589362,0.781561,0.848429,0.924430,0.837641,0.883090,0.582274,0.552465,0.891459,0.552974,0.645986,0.885518,0.612658,0.617258,0.846458,1.085164,0.693095,0.580591,0.884674,0.679775,0.954206,1.413478,0.485020,0.864606,0.904635,0.765166,0.752147,0.687303,0.695109,0.872158,1.145808,0.880871,1.101054,0.935215,1.534657,0.862297,0.683924,0.694813,0.369404,0.741559,0.526208,1.071727,0.545001,0.891722,0.572419,1.222889,1.044324,0.848849,0.954295,0.599441,0.532550,0.787831,1.289760,0.966969,0.769482,0.425433,0.538754,0.696251,1.076933,0.659948,0.884762,0.922064,1.775661,1.274064,0.685388,0.825311
Ladin,1.671685,1.962447,1.216712,1.141284,0.809929,1.082262,2.746400,0.710653,1.180081,1.042648,1.769937,1.044007,1.140274,1.708267,1.524715,1.534143,2.968289,4.033458,1.756949,1.829814,1.892911,2.141652,1.163210,1.002365,1.464110,1.859033,1.598233,1.364674,1.296617,1.187887,1.291916,1.242209,1.231610,1.174609,1.245092,1.398335,1.462084,2.850793,1.222930,1.897016,1.648125,1.287599,1.515287,0.724591,1.863466,1.468421,1.415150,1.425777,1.163941,1.208263,1.075681,1.124353,1.322936,1.238602,2.085965,3.411365,1.255366,1.119867,2.144311,1.629051,1.334860,1.017812,1.031308,1.458466,0.823543,1.185465,0.745651,0.676857,2.385228,1.798543,1.209712,1.233708,1.211250,1.312326,1.209837,1.483426,1.136530,1.614488,0.760787,2.502612,1.885040,1.412058,2.145402,1.221761,0.909392,1.060619,2.370987,1.876689,1.854833,0.755914,0.893112,1.115849,2.654105,1.458295,1.419173,1.661922,2.647112,2.337281,1.359583,0.956093
Milanese,2.216307,1.337513,0.896518,2.306718,0.532406,0.952870,1.182156,1.137208,1.564056,1.112991,1.094327,0.734093,1.582411,2.673838,1.610011,0.790459,1.273739,2.568694,2.308186,3.153288,3.117312,1.788323,0.745040,1.263537,1.257458,1.538131,3.340993,3.187592,2.030415,0.938212,0.523277,0.804961,0.709111,1.977073,1.845682,2.579185,1.275965,2.157967,2.218116,1.610592,0.791701,2.932274,2.015335,1.783714,2.316168,2.915670,1.003521,1.102796,0.622783,2.097182,1.534130,1.306278,1.200140,1.296489,1.196061,1.423090,2.757035,1.221846,0.970107,1.100507,1.666258,1.738748,2.403217,0.988418,1.664701,1.588835,1.281514,1.366231,1.311084,1.363285,1.038638,2.474791,2.148055,1.444833,0.637579,1.134077,0.694124,1.802201,0.776386,1.035726,1.092112,0.947663,1.803937,2.292373,0.934387,1.076994,0.821062,1.053683,1.739097,1.218527,1.624553,1.927626,3.232702,1.833606,1.831764,2.269210,1.037305,1.166738,2.141014,1.761916
SardinianNuoro,1.550137,1.445998,1.609334,1.740217,2.780759,1.654564,0.980524,1.703171,2.413743,2.097990,1.483855,1.343445,1.239117,1.596518,1.889485,1.961973,1.928361,1.597649,0.926141,1.230032,1.182958,1.801294,1.477619,0.958451,1.082524,1.448758,1.377137,2.448765,2.324239,4.361051,1.954839,1.927850,1.471787,2.071009,2.016747,1.153717,1.791589,1.151518,0.630686,1.007788,2.485756,0.815373,2.205017,1.472750,1.403703,1.479271,0.834753,0.799124,1.541509,1.264342,1.122487,1.893116,1.342826,1.301893,1.666294,0.693530,1.342507,2.063479,0.952704,0.963624,1.786305,2.237692,1.776058,1.878935,3.027961,1.752355,1.691439,0.837414,1.464481,2.189391,0.595126,0.932743,1.337216,1.130312,5.186782,1.264102,1.106665,1.655903,1.195289,1.223206,1.167677,2.993338,1.917580,0.784571,2.214718,1.941864,2.079343,1.560241,1.341837,0.980414,1.255170,1.937935,1.475824,1.175310,1.963599,1.725017,2.052446,1.484830,0.674396,1.089717
SardinianLogudoro,0.329446,0.853871,0.887460,0.617665,0.633731,0.670781,0.553967,0.354519,0.916156,1.029564,0.457116,0.614359,0.631296,0.449921,0.619656,1.202012,0.746418,0.409054,0.223494,0.267624,0.257382,0.235451,0.725346,0.328028,0.760110,0.526133,0.544116,1.188743,0.899180,1.011104,0.741397,0.731161,0.816748,0.615074,0.523999,0.520339,0.368720,0.573657,0.244715,0.252413,0.340965,0.333570,0.364594,0.835190,0.824326,0.524527,0.336440,0.420408,0.573551,0.486009,0.510461,0.536418,0.710629,0.395243,0.644109,0.527885,0.524649,0.798873,0.468168,0.343508,0.923131,0.759086,0.644409,0.778023,1.172557,0.679010,0.713113,0.583043,0.696184,0.854599,0.275722,0.474439,0.483064,0.448394,1.744089,0.532533,0.328470,0.569140,0.564146,0.371726,0.721631,0.729824,0.662659,0.312161,0.784369,0.687734,0.604139,0.422774,0.285744,0.518438,0.217671,0.426180,0.572692,0.543913,0.736619,0.970679,0.917026,0.354048,0.293593,0.449682
OldFrench,1.048988,0.854501,0.298776,0.695783,0.452140,0.775983,0.800115,0.939990,0.295156,0.913398,0.777045,0.635546,0.568993,0.603392,0.813215,0.549423,0.549423,0.726785,1.863487,0.526431,0.569995,1.210986,0.521252,0.456997,0.645073,1.877608,0.443954,0.839923,1.670798,2.250649,0.580812,0.965592,0.821540,0.421344,0.883858,0.648409,0.987695,0.764280,0.664353,1.330011,0.808093,0.791227,0.777886,0.517379,1.263317,0.724708,1.851872,0.610922,0.549236,1.261002,0.453341,0.414798,1.187950,1.304795,1.456858,0.501884,0.569621,0.845898,1.134462,0.686846,0.947411,0.439721,0.683660,0.875876,0.681869,0.701999,0.579510,0.761064,2.765986,1.401136,0.809695,0.988723,1.122786,1.176170,0.785126,0.584409,1.447381,0.777770,1.212146,0.555889,0.538829,0.597120,0.295536,0.980521,0.914649,1.690814,0.613172,2.695077,2.695077,0.799712,0.816548,1.172614,1.742481,1.003004,0.887196,1.671746,0.341250,0.372796,1.253817,1.296629
AngloNorman,0.465010,0.897524,0.878246,0.788814,0.729739,1.343833,1.833216,1.312203,0.685077,0.780702,0.437526,1.396110,0.582379,1.446885,0.339479,1.186017,0.561486,1.831059,0.764860,0.277213,0.327138,1.685714,0.712007,2.099219,0.901103,0.864599,0.536424,0.293288,0.533778,0.286855,0.880168,0.880168,0.594955,0.437699,0.647106,1.224290,0.608238,2.279199,0.937361,0.661579,0.227453,0.273301,0.330517,0.951351,0.891488,0.677654,0.352353,1.330131,0.510160,0.585910,1.009506,0.731780,0.294851,0.355141,0.887567,0.381216,0.432841,1.275385,0.832843,0.582364,0.455563,0.994268,0.771235,0.792596,0.500013,0.507542,0.483370,0.663754,0.677082,1.648022,0.389223,0.177283,0.544480,0.384782,1.148474,0.799840,0.415121,0.349240,1.861034,0.576293,0.844513,1.166232,0.775914,0.950234,1.516986,0.476765,2.762764,1.131941,1.072364,1.536249,0.844064,1.724203,0.342043,0.400926,0.816374,0.748614,1.666881,0.314200,1.075099,0.479749
French,0.404989,0.828760,1.152653,0.648111,0.325690,0.421181,0.289888,0.318525,0.690084,0.403097,0.264625,0.602420,0.465491,0.400906,0.393629,0.389747,0.693153,0.287182,0.393506,0.286630,0.207736,0.568454,0.688906,0.310144,0.479258,0.241695,0.285476,0.408895,0.224467,0.314506,0.299505,0.299313,0.348465,0.941126,0.413968,0.571260,0.252810,0.215233,0.146125,0.244203,0.461373,0.551891,0.258937,0.472568,0.411904,0.486667,0.189577,0.354106,0.343735,0.596756,0.650754,0.366016,0.369684,0.236401,0.211355,0.427411,0.225342,0.819532,0.963980,0.527058,0.462504,0.388297,0.332795,0.268093,0.345754,0.729109,0.949847,0.451733,0.252016,0.520213,0.449800,0.298686,0.412396,0.335951,0.532475,0.453948,0.288412,0.372297,0.504638,0.183947,0.455419,0.357676,0.482148,0.471097,0.478190,0.244194,0.630671,0.618514,0.963923,0.347005,0.404684,0.374520,0.619840,0.504972,0.178214,0.575182,0.787095,0.300585,0.132890,0.322239
Walloon,0.557991,0.858994,0.977667,0.989374,0.612066,0.803166,0.476212,0.269481,0.470809,0.567278,0.584055,0.829144,0.668256,0.850871,0.658623,1.018228,0.945151,0.350952,0.626958,0.678176,0.719614,0.648890,0.559571,0.655495,0.515017,0.707323,0.787996,0.831675,0.590664,0.957607,0.532337,0.545101,0.603464,0.901238,1.291437,0.630238,0.433537,0.601890,0.511462,0.740750,0.727052,0.492421,0.752611,1.316510,0.873172,0.650283,0.762843,0.930043,0.533294,0.810529,0.882509,1.001132,1.308512,0.675291,0.932872,0.420733,0.703585,1.015534,1.033917,0.562048,0.823332,0.455121,1.338366,0.564809,0.740337,0.850237,0.818362,0.582532,0.640009,0.495298,0.776289,0.809963,0.507305,0.605367,1.064695,1.240953,0.408072,0.916813,0.836912,0.591240,0.538934,1.144359,0.929396,0.747554,1.684755,1.060492,0.822284,1.609755,1.113978,0.582966,0.401248,0.557553,0.776778,0.757485,0.634826,0.858835,1.342966,0.525450,0.266105,0.794622
OldOccitan,0.959011,2.412501,3.610545,2.841929,1.723150,1.998987,1.572744,1.340333,1.829695,1.984916,1.952786,0.714129,0.735397,1.231544,1.450053,1.023661,2.899341,1.440811,2.737114,1.720286,0.907707,0.546250,1.773903,0.912518,0.957930,1.334378,1.692918,1.379478,0.933035,1.220129,0.790232,1.267906,1.893723,1.679179,1.573450,1.289616,1.515184,1.067139,1.205057,0.728250,2.312114,1.226102,1.895341,1.945880,0.812094,0.866270,2.228779,2.578734,0.782257,2.324146,2.523334,0.878478,0.871202,3.423810,1.138232,1.682501,2.121037,1.533677,3.116724,1.967602,1.119383,1.543469,2.107850,1.164097,1.014584,1.874128,1.228961,1.204084,1.838272,1.667335,1.457427,2.759748,1.649889,0.982571,0.717323,1.241958,1.829013,1.089269,3.240531,1.199297,1.557683,1.190087,2.381499,2.502061,0.797745,0.603499,1.072619,1.445769,3.283674,2.196272,1.512564,1.038901,1.297346,1.465103,1.746498,1.246591,2.112374,0.842035,2.129020,1.961468
FrancoProvencal,0.712500,1.663905,2.512772,2.873961,1.212145,0.858667,1.085490,0.746910,1.439928,1.175018,1.145858,0.850063,1.014292,1.123557,1.170592,2.074870,2.342955,1.021274,0.818711,0.968395,0.693157,1.518718,1.377936,0.884575,0.795640,1.083950,1.655812,1.271344,1.045589,0.840186,1.091264,0.726998,1.037025,2.573407,2.558404,1.189248,0.714752,2.024657,0.539856,0.755030,0.895856,1.099497,1.186880,1.185872,1.242599,1.794139,0.870360,1.183390,1.278325,1.619763,2.220963,1.827680,1.398944,1.134367,1.284245,1.232213,0.843052,1.783872,2.068920,2.146100,1.514200,1.064778,1.646158,0.569047,1.132432,2.358414,2.665491,2.061124,0.617227,0.825723,1.039684,0.918916,0.758285,0.856185,1.023829,1.082989,0.776933,2.076399,1.484490,0.667911,1.021799,1.470251,2.320513,1.552256,1.876925,1.392389,1.033776,1.739068,1.596689,1.225069,1.683475,1.284908,2.132749,1.113212,1.299731,1.911752,1.717078,0.732494,0.400221,0.722780
OldCatalan,1.221679,0.630729,1.051743,1.238116,1.302816,0.462480,1.170868,0.467173,0.630411,0.379638,1.299661,0.861466,0.650638,0.933053,0.868889,0.845748,0.697645,0.570335,0.335370,0.891733,1.190743,0.718961,1.331456,2.219535,1.016951,1.084840,0.779630,1.438188,1.381356,0.915017,1.229996,0.935764,0.365825,2.194068,0.850070,0.694200,0.698970,0.290386,0.610955,1.116855,0.375943,1.588859,0.935789,0.735629,0.314518,0.986604,0.821920,1.131152,0.945300,0.802202,1.225384,1.088028,0.774726,1.055293,1.055871,0.506482,0.743646,0.583301,0.566890,0.510026,0.619177,0.305778,0.703480,0.353541,1.563847,0.385753,0.837533,2.485967,1.023847,1.093176,0.768348,0.845676,0.674446,0.796148,0.958362,0.726742,1.274981,1.628593,1.222777,0.336518,0.581480,0.549995,0.408953,1.079183,0.993715,0.539687,0.272793,0.404608,0.979439,1.306144,1.298756,1.458452,0.978615,0.544592,1.182263,0.772437,1.293918,1.011025,0.554495,0.605308
Catalan,0.245385,0.289007,0.435616,0.416671,0.276707,0.382369,0.483323,0.184937,0.195049,0.266806,0.232484,0.343094,0.291571,0.350740,0.332030,0.358402,0.351131,0.230041,0.381150,0.294442,0.302802,0.353867,0.335090,0.459551,0.295675,0.358514,0.393174,0.271901,0.293446,0.544027,0.402741,0.397043,0.290131,0.172569,0.257922,0.204675,0.334486,0.249475,0.335065,0.333138,0.361670,0.506459,0.333945,0.254380,0.293724,0.216862,0.214578,0.234519,0.260790,0.380441,0.215364,0.344385,0.279665,0.436082,0.288243,0.266433,0.181321,0.331790,0.422922,0.182046,0.284389,0.333389,0.415390,0.242268,0.371650,0.381388,0.277411,0.433608,0.244520,0.372114,0.427764,0.273440,0.427009,0.291410,0.273762,0.326922,0.323290,0.436193,0.199567,0.203028,0.244892,0.476083,0.218378,0.291556,0.453699,0.189471,0.248649,0.381640,0.456284,0.417796,0.243504,0.367945,0.330666,0.229067,0.358962,0.310425,0.265316,0.328427,0.461179,0.269894
OldSpanish,1.246201,1.003657,1.203541,1.172233,0.867023,1.610909,0.690175,1.278601,0.882387,5.396594,0.820094,1.769732,2.104474,1.225087,1.360338,1.114641,1.290366,0.853839,1.491628,1.107356,0.736195,1.759474,1.566405,1.310824,0.585831,0.542834,0.798502,0.805741,0.509805,0.992658,1.534006,1.279286,0.686651,0.928324,1.270140,1.389704,0.983170,0.810373,0.840829,0.856226,0.770651,1.495441,1.364845,1.180351,0.751988,1.100806,0.460479,1.192498,0.936620,0.507795,1.662671,0.850220,0.959410,1.436090,2.162720,1.201861,0.534101,1.249228,0.945797,0.781154,0.984494,1.029865,0.929979,1.627057,1.573210,0.751065,0.722597,0.666701,1.988948,1.763980,1.049385,0.959372,2.648002,2.558069,1.751419,1.833421,1.081787,1.843212,1.083590,1.668093,1.389123,1.096271,1.919974,1.673127,0.716597,0.996286,1.943736,1.237075,1.114359,1.410145,0.665503,0.994111,0.475026,1.065543,1.672234,2.368757,0.547934,0.579803,0.879307,1.537712
Spanish,0.455311,0.579657,0.608451,0.455250,0.653656,0.282289,0.530924,0.648813,0.376164,0.556475,0.329361,0.468922,0.374608,0.649340,0.448182,0.549671,0.432517,0.540955,0.466734,0.745564,0.474489,0.380759,0.547176,0.390077,0.368910,0.317898,0.628873,0.313132,0.332237,0.550212,0.434871,0.443387,0.489905,0.336225,0.339328,0.501765,0.371982,0.413594,0.380492,0.362192,0.325511,0.425209,0.343329,0.476791,0.558696,0.441717,0.315557,0.305550,0.388507,0.338143,0.519248,0.467739,0.538129,0.378528,0.571868,0.394063,0.616847,0.664225,0.561805,0.349400,0.291306,0.273715,0.341004,0.439600,0.284936,0.419136,0.498664,0.417545,0.364465,0.581095,0.255616,0.360463,0.472999,0.517254,0.296773,0.227257,0.328103,0.478067,0.266051,0.328713,0.337731,0.226686,0.532203,0.362437,0.424069,0.308841,0.608531,0.325476,0.480569,0.496841,0.351323,0.466199,0.401790,0.397296,0.329270,0.483080,0.499675,0.254886,0.475006,0.515011
