"glcode","total_pages","iso","macroarea","family_name","latitude","longitude","GB020"
"nuba1241",1338,"baf","Africa",NA,NA,NA,NA
"nubi1253",3786,"kcn","Africa","Afro-Asiatic",-0.183215,34.7552,"1"
"nubr1241",541,"kte","Eurasia",NA,NA,NA,NA
"nucl1235",27274,"hye",NA,"Indo-European",40,45,"1"
"nucl1237",6,NA,"North America",NA,NA,NA,NA
"nucl1240",279,"mzm","Africa","Atlantic-Congo",8.90347,11.71545,"1"
"nucl1290",3625,"wbm","Eurasia",NA,NA,NA,NA
"nucl1301",179142,"tur",NA,"Turkic",39.8667,32.8667,"0"
"nucl1302",33704,"kat","Eurasia","Kartvelian",41.850397,43.78613,"0"
"nucl1305",19293,"kan","Eurasia","Dravidian",13.5878,76.1198,"0"
"nucl1310",57197,"mya","Eurasia","Sino-Tibetan",20.7926,93.9665,"0"
"nucl1327",209,"lmc","Australia","Limilngan-Wulna",-12.4294,131.845,"1"
"nucl1333",32,NA,"Australia",NA,NA,NA,NA
"nucl1339",263,"teq","Africa",NA,NA,NA,NA
"nucl1347",27904,"wol",NA,"Atlantic-Congo",15.2534,-15.383,"1"
"nucl1379",739,"zga","Africa",NA,NA,NA,NA
"nucl1395",51,NA,"Africa",NA,NA,NA,NA
"nucl1396",2848,"seh","Africa",NA,NA,NA,NA
"nucl1417",23280,"ibo","Africa","Atlantic-Congo",4.62705,7.23441,"0"
"nucl1418",1533,"bsq",NA,NA,NA,NA,NA
"nucl1420",24,NA,"Africa",NA,NA,NA,NA
"nucl1430",49,NA,"Africa",NA,NA,NA,NA
"nucl1440",1182,"mls","Africa",NA,NA,NA,NA
"nucl1452",532,"mso","Papunesia","Mombum-Koneraw",-8.27141,138.773,"0"
"nucl1454",542,"yva","Papunesia","Yawa-Saweru",-1.77196,136.263,"0"
"nucl1458",703,"mxk","Papunesia","Bogia",-4.2717,144.95,"0"
"nucl1460",4133,"mad","Papunesia","Austronesian",-7,113,"1"
"nucl1593",393,"kwo","Papunesia","Kwomtari-Nai",-3.50718,141.488,"0"
"nucl1594",2059,"zrs","Papunesia","Mairasic",-3.4511,134.071,NA
"nucl1595",1231,"kwe","Papunesia","Greater Kwerba",-2.2137,138.486,"0"
"nucl1620",2764,"wgi","Papunesia",NA,NA,NA,NA
"nucl1622",5454,"mrz","Papunesia","Anim",-8.15651,140.009,"0"
"nucl1630",4604,NA,"Papunesia","Koiarian",-9.46246,147.899,"?"
"nucl1632",2430,"set","Papunesia","Sentanic",-2.6013,140.512,"0"
"nucl1633",1433,"nir","Papunesia","Nimboranic",-2.5803,140.179,"0"
"nucl1634",2170,"skv","Papunesia",NA,NA,NA,NA
"nucl1643",98145,"jpn",NA,"Japonic",35,135,"0"
"nucl1649",5916,"tsi","North America",NA,NA,NA,NA
"nucl1651",685,NA,"North America",NA,NA,NA,NA
"nucl1667",160,"aym","South America",NA,NA,NA,NA
"nucl1668",49,"kav","South America",NA,NA,NA,NA
"nucl1683",2701,"dbq","Africa",NA,NA,NA,NA
"nucl1692",50,"gyz","Africa",NA,NA,NA,NA
"nucl1693",56,"tvi","Africa",NA,NA,NA,NA
"nucl1695",2676,"bol","Africa",NA,NA,NA,NA
"nucl1696",3615,"tan",NA,NA,NA,NA,NA
"nucl1698",24,"nqt","Africa",NA,NA,NA,NA
"nucl1706",2328,"mid","Eurasia","Afro-Asiatic",31.3443,48.8128,"1"
"nucl1762",18,NA,NA,NA,NA,NA,NA
"nuer1246",3835,"nus","Africa","Nilotic",8.13911,32.3829,"0"
"nugu1241",485,"nnv","Australia",NA,NA,NA,NA
"nugu1242",2075,"yas","Africa","Atlantic-Congo",4.63103,11.1837,"0"
"nuii1237",13,NA,"Papunesia",NA,NA,NA,NA
"nuka1242",1963,"mbr","South America",NA,NA,NA,NA
"nukn1238",347,"klt","Papunesia","Nuclear Trans New Guinea",-6.0177,146.969,"0"
"nuku1258",44,"nuq","Papunesia",NA,NA,NA,NA
"nuku1260",981,"nkr","Papunesia","Austronesian",3.84,154.975,"1"
"nuku1263",520,"nuc","South America",NA,NA,NA,NA
"numa1252",480,"nbr","Africa",NA,NA,NA,NA
"numa1254",449,"nop","Papunesia",NA,NA,NA,NA
"numb1247",9633,"sij",NA,NA,NA,NA,NA
"nume1241",11,"tgs","Papunesia",NA,NA,NA,NA
"nume1242",1306,"kdk","Papunesia",NA,NA,NA,NA
"numi1241",2214,"nxm","Africa",NA,NA,NA,NA
"numi1242",30,NA,NA,NA,NA,NA,NA
"nung1282",1203,"nun","Eurasia","Sino-Tibetan",27.2887,98.7333,"1"
"nung1283",6729,"nut","Eurasia",NA,NA,NA,NA
"nung1290",3841,"nuy","Australia",NA,NA,NA,NA
"nung1291",204,"nug","Australia",NA,NA,NA,NA
"nung1292",496,"rin","Africa",NA,NA,NA,NA
"nupb1238",168,NA,"Eurasia",NA,NA,NA,NA
"nupe1254",5001,"nup","Africa","Atlantic-Congo",9.18404,5.40031,"0"
"nupo1240",1472,"hux","South America",NA,NA,NA,NA
"nusa1245",320,"nul","Papunesia",NA,NA,NA,NA
"nusu1239",283,"nuf","Eurasia","Sino-Tibetan",26.7292,98.8801,"0"
"nuuc1236",7771,"nuk","North America","Wakashan",49.67,-126.67,"?"
"nuuu1241",423,NA,"Africa","Tuu",-29.7054,19.0841,"0"
"nyab1255",1087,"nwb","Africa",NA,NA,NA,NA
"nyah1249",339,"nev","Eurasia","Austroasiatic",15.1034,106.543,"?"
"nyah1250",2266,"cbn","Eurasia","Austroasiatic",15.8909,101.515,"0"
"nyak1260",3635,"nyy","Africa","Atlantic-Congo",-9.71018,33.7763,"0"
"nyak1261",161,NA,"Africa",NA,NA,NA,NA
"nyal1250",189,"nlj","Africa","Atlantic-Congo",1.92098,30.0201,"0"
"nyal1254",1836,NA,"Papunesia","Austronesian",-19.72,163.66,"0"
"nyam1271",467,"nly","Australia",NA,NA,NA,NA
"nyam1275",249,NA,"Africa",NA,NA,NA,NA
"nyam1276",4260,"nym","Africa",NA,NA,NA,NA
"nyam1277",1862,"now","Africa",NA,NA,NA,NA
"nyam1285",251,"nmi","Africa","Afro-Asiatic",9.18024,10.83652,"1"
"nyan1300",14,"nny","Australia",NA,NA,NA,NA
"nyan1301",2891,"nna","Australia","Pama-Nyungan",-20.6271,121.391,"0"
"nyan1302",665,"nyb","Africa",NA,NA,NA,NA
"nyan1303",6,"nyc","Africa",NA,NA,NA,NA
"nyan1304",574,"nyj","Africa",NA,NA,NA,NA
"nyan1305",2692,"nyk","Africa",NA,NA,NA,NA
"nyan1307",2359,"nyn","Africa","Atlantic-Congo",-0.46364,30.548,"0"
"nyan1308",17974,"nya","Africa",NA,NA,NA,NA
"nyan1313",284,"nyp","Africa",NA,NA,NA,NA
"nyan1315",236,"nnj","Africa",NA,NA,NA,NA
"nyar1245",346,"sev","Africa",NA,NA,NA,NA
"nyat1246",1238,"rim","Africa","Atlantic-Congo",-5.12263,34.6657,"0"
"nyaw1247",118,"nyt","Australia","Pama-Nyungan",-18.8743,146.216,"?"
"nyem1238",2339,"nba","Africa",NA,NA,NA,NA
"nyen1254",388,"neh","Eurasia",NA,NA,NA,NA
"nyen1257",400,"nye","Africa",NA,NA,NA,NA
"nyeu1238",376,"nyl","Eurasia",NA,NA,NA,NA
"nyig1240",1675,"nyh","Australia","Nyulnyulan",-17.9594,124.348,"0"
"nyih1239",145,"nyr","Africa",NA,NA,NA,NA
"nyih1240",585,"nih","Africa",NA,NA,NA,NA
"nyik1246",374,"nkv","Africa",NA,NA,NA,NA
"nyin1248",177,"nyg","Africa",NA,NA,NA,NA
"nyin1250",1413,"lid","Papunesia",NA,NA,NA,NA
"nyis1236",1407,"njz","Eurasia","Sino-Tibetan",27.278263,93.675529,"0"
"nyok1243",350,"nvo","Africa",NA,NA,NA,NA
"nyol1238",782,"nuj","Africa",NA,NA,NA,NA
"nyon1241",252,"muo","Africa",NA,NA,NA,NA
"nyor1244",425,"nyd","Africa",NA,NA,NA,NA
"nyor1246",1847,"nyo","Africa","Atlantic-Congo",0.95294,31.3493,"0"
"nyul1247",2148,"nyv","Australia","Nyulnyulan",-16.9129,122.851,"1"
"nyun1247",4740,"nys","Australia","Pama-Nyungan",-33.1199,118.151,"?"
"nyun1248",1635,"nyu","Africa",NA,NA,NA,NA
"nzad1234",331,"nzd","Africa","Atlantic-Congo",-4.102208,20.194462,"0"
"nzak1246",1082,"nzy","Africa","Atlantic-Congo",7.66745,15.6675,"0"
"nzak1247",1049,"nzk","Africa","Atlantic-Congo",4.79567,22.8254,"0"
"nzan1240",399,"nja","Africa",NA,NA,NA,NA
"nzim1238",2427,"nzi","Africa",NA,NA,NA,NA
"obis1242",577,"obi","North America",NA,NA,NA,NA
"obok1239",88,"afz","Papunesia","Lakes Plain",-2.88029,137.924,"0"
"obol1243",1933,"ann","Africa",NA,NA,NA,NA
"obom1235",1095,"obo","Papunesia","Austronesian",7.29141,125.09,"1"
"obul1239",35,"obu","Africa",NA,NA,NA,NA
"ocai1244",1705,"oca","South America",NA,NA,NA,NA
"occi1239",19930,"oci","Eurasia","Indo-European",44.1415,6.82979,"1"
"ocea1241",164,NA,NA,"Austronesian",NA,NA,NA
"ochi1235",24,"xoc","Africa",NA,NA,NA,NA
"ocot1243",2192,"mie",NA,NA,NA,NA,NA
"ocot1244",536,"zac","North America","Otomanguean",16.8258,-96.7263,"?"
"oddd1238",1243,"odk","Eurasia",NA,NA,NA,NA
"odoo1238",443,"kkc","Papunesia",NA,NA,NA,NA
"odua1238",262,"odu","Africa",NA,NA,NA,NA
"oduu1239",353,"tyh",NA,NA,NA,NA,NA
"ofay1240",1461,"opy","South America","Nuclear-Macro-Je",-22.278,-53.7227,"?"
"ofoo1242",32,"ofo","North America",NA,NA,NA,NA
"ogba1241",383,"ogc","Africa",NA,NA,NA,NA
"ogbi1239",384,"ogb","Africa",NA,NA,NA,NA
"ogbo1242",46,"ogg","Africa",NA,NA,NA,NA
"ogbr1243",235,"ogu","Africa",NA,NA,NA,NA
"ogea1238",4907,"eri",NA,NA,NA,NA,NA
"oira1263",1190,"oia","Papunesia",NA,NA,NA,NA
"ojit1237",569,"chj",NA,NA,NA,NA,NA
"okan1243",2675,"oka","North America","Salishan",49.2745,-119.294,"1"
"okie1245",3484,"oki",NA,NA,NA,NA,NA
"okin1246",1019,"okn","Eurasia","Japonic",27.3738,128.619,"0"
"okod1238",248,"okd","Africa",NA,NA,NA,NA
"okoe1238",1349,"oks","Africa","Atlantic-Congo",7.53908,6.15725,"1"
"okoj1239",334,"okj","Eurasia",NA,NA,NA,NA
"okol1241",4,"kqv","Papunesia",NA,NA,NA,NA
"okol1243",104,"oie","Africa",NA,NA,NA,NA
"okpa1238",199,"opa","Africa",NA,NA,NA,NA
"okpe1250",208,"oke","Africa",NA,NA,NA,NA
"oksa1245",4280,"opm","Papunesia","Nuclear Trans New Guinea",-5.20797,142.177,"1"
"okuu1243",911,"oku","Africa","Atlantic-Congo",6.23712,10.5096,"1"
"olda1245",1302,"oar","Eurasia",NA,NA,NA,NA
"oldb1235",186,"obr","Eurasia",NA,NA,NA,NA
"oldb1247",10,NA,"Eurasia",NA,NA,NA,NA
"oldc1244",7773,"och","Eurasia",NA,NA,NA,NA
"oldc1252",475,"oco","Eurasia",NA,NA,NA,NA
"oldd1237",681,"odt","Eurasia",NA,NA,NA,NA
"olde1238",5117,"ang","Eurasia","Indo-European",51.06,-1.31,"1"
"oldf1239",5937,"fro","Eurasia",NA,NA,NA,NA
"oldf1241",1507,"ofs","Eurasia",NA,NA,NA,NA
"oldg1234",2002,"oge","Eurasia",NA,NA,NA,NA
"oldh1241",1996,"goh","Eurasia",NA,NA,NA,NA
"oldh1242",2855,"ohu","Eurasia",NA,NA,NA,NA
"oldi1245",5534,"sga","Eurasia",NA,NA,NA,NA
"oldj1239",5523,"ojp","Eurasia",NA,NA,NA,NA
"oldk1238",337,"okl","Eurasia",NA,NA,NA,NA
"oldk1249",4173,"qok","Eurasia","Austroasiatic",13.4125,103.866667,"0"
"oldk1250",5635,"qkn",NA,NA,NA,NA,NA
"oldl1238",2223,"qbb","Eurasia",NA,NA,NA,NA
"oldm1242",1136,"omx","Eurasia","Austroasiatic",14.83,100.5,"0"
"oldm1244",172,"omr","Eurasia",NA,NA,NA,NA
"oldn1244",7781,"non","Eurasia",NA,NA,NA,NA
"oldn1245",3108,"onw","Africa",NA,NA,NA,NA
"oldo1234",3061,"oos","Eurasia",NA,NA,NA,NA
"oldp1253",5092,"pro","Eurasia",NA,NA,NA,NA
"oldp1254",2681,"peo",NA,NA,NA,NA,NA
"oldr1238",1189,"orv","Eurasia",NA,NA,NA,NA
"olds1249",1531,"osp","Eurasia",NA,NA,NA,NA
"olds1250",2338,"osx","Eurasia",NA,NA,NA,NA
"oldt1248",4379,"oty","Eurasia",NA,NA,NA,NA
"oldu1238",5631,"oui","Eurasia",NA,NA,NA,NA
"oldw1239",744,"owl","Eurasia",NA,NA,NA,NA
"olek1239",371,"ole","Eurasia",NA,NA,NA,NA
"olom1241",372,"olm","Africa",NA,NA,NA,NA
"oloo1241",3072,"ong","Papunesia","Nuclear Torricelli",-3.2929,142.131,"0"
"olub1238",752,"lul","Africa",NA,NA,NA,NA
"olul1245",79,"iko","Africa",NA,NA,NA,NA
"olut1240",1363,"plo","North America","Mixe-Zoque",17.8937,-94.8863,"1"
"omag1248",1170,"omg","South America",NA,NA,NA,NA
"omah1247",2625,"oma","North America","Siouan",42.0944,-96.5295,"1"
"omah1248",1498,NA,"North America",NA,NA,NA,NA
"oman1239",3361,"acx","Eurasia",NA,NA,NA,NA
"omba1241",11,"mbm","Africa","Atlantic-Congo",-2.75341,13.617,"?"
"ombo1238",299,"oml","Africa",NA,NA,NA,NA
"omet1237",329,"nht","North America",NA,NA,NA,NA
"omie1241",1188,"aom","Papunesia","Koiarian",-9.03136,148.107,"1"
"omii1238",41,"omi","Africa","Central Sudanic",3.2542,30.5385,"?"
"omot1239",24,NA,"Africa",NA,NA,NA,NA
"omur1241",944,"omu",NA,NA,NA,NA,NA
"onaa1245",4510,"ona","South America","Chonan",-54,-68.5,"0"
"onei1249",10457,"one",NA,NA,NA,NA,NA
"onge1236",596,"oon","Eurasia","Jarawa-Onge",10.6926,92.4707,"?"
"ongg1239",140,"oog","Eurasia",NA,NA,NA,NA
"onin1245",534,"oni","Papunesia",NA,NA,NA,NA
"onjo1240",1,"onj","Papunesia",NA,NA,NA,NA
"onob1238",760,"onn","Papunesia",NA,NA,NA,NA
"onon1246",2883,"ono","North America","Iroquoian",42.92,-76.12,"1"
"onoo1246",1234,"ons","Papunesia",NA,NA,NA,NA
"onte1239",1510,"ont","Papua",NA,NA,NA,NA
"onto1237",1802,NA,"Papunesia","Austronesian",-5.49029,159.701,"1"
"oorl1238",625,"oor","Africa",NA,NA,NA,NA
"oost1241",14,NA,"Eurasia",NA,NA,NA,NA
"opat1246",1118,"opt","North America","Uto-Aztecan",31.15211,-110.06212,"0"
"opuu1239",1597,"lgn","Africa",NA,NA,NA,NA
"oran1258",254,"orn","Eurasia",NA,NA,NA,NA
"oran1259",485,"ors","Eurasia, Papunesia",NA,NA,NA,NA
"orao1237",784,"sdr","Eurasia",NA,NA,NA,NA
"orej1242",2014,"ore","South America",NA,NA,NA,NA
"orig1234",32,NA,"North America",NA,NA,NA,NA
"orin1239",338,"org","Africa",NA,NA,NA,NA
"oriy1255",3598,"ory","Eurasia","Indo-European",21,85,"1"
"oriz1235",1665,"nlv","North America",NA,NA,NA,NA
"orma1241",392,"orc","Africa","Afro-Asiatic",-1.79489,39.60749,"1"
"ormu1247",1637,"oru","Eurasia",NA,NA,NA,NA
"ormu1248",899,"orz","Papunesia",NA,NA,NA,NA
"oroc1248",1505,"oac","Eurasia","Tungusic",50.3235,137.851,"0"
"oroh1237",31,"ora","Papunesia","Austronesian",-9.7386,161.513,"1"
"orok1265",2845,"oaa","Eurasia","Tungusic",49.3639,143.128,"0"
"orok1266",1762,"bdu","Africa","Atlantic-Congo",4.89504,9.15209,"0"
"orok1267",2018,"oro","Papunesia","Eleman",-7.81309,145.34,"0"
"orok1269",4603,"okv","Papunesia","Nuclear Trans New Guinea",-8.79019,148.09,"0"
"oroo1241",351,"orx","Africa",NA,NA,NA,NA
"oroq1238",1493,"orh","Eurasia",NA,NA,NA,NA
"orow1242",195,"bpk","Papunesia","Austronesian",-21.6269,165.473,"1"
"orow1243",320,"orw","South America",NA,NA,NA,NA
"orum1241",16,"orr","Africa",NA,NA,NA,NA
"orya1242",1105,"ury","Papunesia","Tor-Orya",-2.76483,139.89,"1"
"osag1243",1646,"osa","North America",NA,NA,NA,NA
"osam1235",625,"syx","Africa","Atlantic-Congo",-0.012,13.61,"0"
"osca1245",1643,"osc","Eurasia",NA,NA,NA,NA
"osin1237",1276,"osi","Papunesia",NA,NA,NA,NA
"osos1238",923,"oso","Africa",NA,NA,NA,NA
"osse1243",1397,NA,NA,NA,NA,NA,NA
"otda1235",897,"otd","Papunesia",NA,NA,NA,NA
"otii1244",1812,"oti","Africa",NA,NA,NA,NA
"otom1276",153,NA,"South America",NA,NA,NA,NA
"otom1299",542,NA,NA,NA,NA,NA,NA
"otom1300",28,NA,NA,NA,NA,NA,NA
"otoo1241",132,NA,"North America",NA,NA,NA,NA
"otor1240",896,"otr","Africa","Heibanic",11.1187,30.573,NA
"otta1242",4576,"otw",NA,"Algic",44.5988,-83.226,"0"
"otuh1238",3337,"lot","Africa",NA,NA,NA,NA
"otuk1240",65,"otu","South America",NA,NA,NA,NA
"ouma1237",69,"oum","Papunesia",NA,NA,NA,NA
"oung1238",27,"oun","Africa",NA,NA,NA,NA
"owaa1237",1116,"stn","Papunesia","Austronesian",-10.82553,162.30467,"1"
"owen1244",138,"wsr","Papunesia",NA,NA,NA,NA
"owin1240",167,"owi","Papunesia",NA,NA,NA,NA
"oyao1237",15,"oyy","Papunesia",NA,NA,NA,NA
"oyda1235",154,"oyd","Africa",NA,NA,NA,NA
"oyoo1238",40,NA,"Africa",NA,NA,NA,NA
"oyst1235",17,"xpd","Australia",NA,NA,NA,NA
"oyyy1238",622,"oyb","Eurasia",NA,NA,NA,NA
"ozol1235",256,"zao","North America",NA,NA,NA,NA
"ozum1235",889,"chz","North America",NA,NA,NA,NA
"paaa1242",326,"pqa","Africa","Afro-Asiatic",11.0175,9.30091,"1"
"paam1238",1069,"pma","Papunesia","Austronesian",-16.47548,168.23693,"1"
"paas1238",626,"sig","Africa","Atlantic-Congo",10.2004,-1.8048,"1"
"paca1245",224,"qvp","South America",NA,NA,NA,NA
"paca1246",245,"pcp","South America",NA,NA,NA,NA
"paci1278",1743,"ems","North America",NA,NA,NA,NA
"paco1243",3365,"pac","Eurasia","Austroasiatic",16.3353,107.094,"0"
"padi1241",14,"pdi","Eurasia",NA,NA,NA,NA
"pado1242",200,"pdo","Papunesia",NA,NA,NA,NA
"paek1234",157,"pkc","Eurasia",NA,NA,NA,NA
"paez1247",7654,"pbb","South America",NA,2.61516,-76.31254,NA
"pagi1243",773,"pae","Africa","Atlantic-Congo",3.15636,22.1212,"0"
"pagi1244",27,"pgi",NA,NA,NA,NA,NA
"pagu1249",928,"pgu","Papunesia","North Halmahera",1.2134,127.78,"1"
"paha1251",1301,"phr","Eurasia",NA,NA,NA,NA
"paha1257",849,"phj","Eurasia",NA,NA,NA,NA
"pahl1240",43,"phv","Eurasia",NA,NA,NA,NA
"pahl1241",3220,"pal","Eurasia",NA,NA,NA,NA
"pahn1237",1693,"pha","Eurasia","Hmong-Mien",22.8049,105.165,"0"
"paic1239",466,"pri","Papunesia",NA,NA,NA,NA
"paip1241",631,"ppi","North America",NA,NA,NA,NA
"pais1238",1099,"qpp","Eurasia",NA,NA,NA,NA
"pait1244",1432,"pck","Eurasia","Sino-Tibetan",24.0381,93.6136,"1"
"pait1247",2520,"pta","South America",NA,NA,NA,NA
"paiw1248",3628,"pwn","Papunesia","Austronesian",22.3271,120.806,"0"
"paka1251",153,"pkn","Australia",NA,NA,NA,NA
"paki1242",693,"pks","Eurasia",NA,NA,NA,NA
"pakt1239",79,"pkg","Papunesia",NA,NA,NA,NA
"paku1238",3557,"jkp",NA,NA,NA,NA,NA
"paku1239",648,"pku","Papunesia",NA,NA,NA,NA
"pala1330",2633,"pfl",NA,NA,NA,NA,NA
"pala1331",180,"plq","Eurasia",NA,NA,NA,NA
"pala1342",725,"plr","Africa",NA,NA,NA,NA
"pala1344",9709,"pau","Papunesia","Austronesian",7.34138,134.476678,"0"
"pala1351",2948,"cpa","North America",NA,NA,NA,NA
"pale1260",5344,"pln","South America",NA,NA,NA,NA
"pale1261",56,"jpa",NA,NA,NA,NA,NA
"pale1262",27,"pnl","Africa",NA,NA,NA,NA
"pali1273",8956,"pli","Eurasia",NA,NA,NA,NA
"pali1274",1198,"pcf","Eurasia",NA,NA,NA,NA
"pali1279",2620,"plu","North America, South America","Arawakan",3.63993,-51.6246,"0"
"pall1243",90,"pmd","Australia",NA,NA,NA,NA
"palo1243",1376,"fap","Africa",NA,NA,NA,NA
"palu1252",129,"ple","Papunesia",NA,NA,NA,NA
"palu1253",6,"plz","Papunesia",NA,NA,NA,NA
"paly1238",223,"bpx","Eurasia",NA,NA,NA,NA
"pama1250",1934,NA,"Australia",NA,NA,NA,NA
"pamm1242",12,"pmn","Africa",NA,NA,NA,NA
"pamo1252",4398,"pmf","Papunesia","Austronesian",-1.62663,121.268,"0"
"pamo1253",1134,"hih","Papunesia",NA,NA,NA,NA
"pamp1243",7347,"pam","Papunesia","Austronesian",14.9603,120.502,"1"
"pamp1244",1399,"att","Papunesia",NA,NA,NA,NA
"pana1293",47,NA,"Africa, Papunesia",NA,NA,NA,NA
"pana1295",282,"pnq","Africa",NA,NA,NA,NA
"pana1303",66,"psn","Papunesia",NA,NA,NA,NA
"pana1305",1422,"par","North America","Uto-Aztecan",36.0007,-117.901,"1"
"pana1306",1204,"qxh","South America",NA,NA,NA,NA
"pana1307",4392,"kre","South America","Nuclear-Macro-Je",-10.58,-53,"0"
"pana1308",62,"lsp","North America",NA,NA,NA,NA
"panc1246",163,"tdb","Eurasia",NA,NA,NA,NA
"pand1264",69,"bkj","Africa",NA,NA,NA,NA
"pang1286",114,"pgs","Africa",NA,NA,NA,NA
"pang1287",703,"pbr","Africa","Atlantic-Congo",-9.96782,34.8039,"0"
"pang1290",2714,"pag","Papunesia","Austronesian",15.9377,120.365,"1"
"pang1291",601,"slm","Papunesia","Austronesian",6.27167,120.536,"0"
"pani1256",1347,"pcg","Eurasia",NA,NA,NA,NA
"panj1256",14232,"pan",NA,"Indo-European",30.0368,75.6702,"0"
"pank1235",57,"pax","South America",NA,NA,NA,NA
"pank1249",1132,"pkh","Eurasia",NA,NA,NA,NA
"pank1250",603,"paz","South America",NA,NA,NA,NA
"pann1239",24,"pnc","Papunesia",NA,NA,NA,NA
"pano1254",2051,"knt",NA,"Pano-Tacanan",-7.97456,-71.56151,"0"
"pano1255",601,"pno","South America","Pano-Tacanan",-7.16666,-75,"0"
"pany1241",538,"pnw","Australia","Pama-Nyungan",-22.7816,118.723,"0"
"paok1235",1846,"blk","Eurasia",NA,NA,NA,NA
"papa1238",2154,NA,"North America","Totonacan",20.5671,-97.2554,"?"
"papa1263",247,"ppv","South America",NA,NA,NA,NA
"papa1265",1080,"ppn","Papunesia","Austronesian",-5.92283,155.289,"1"
"papa1268",222,"dpp","Papunesia","Austronesian",5.57378,115.58,"0"
"papa1269",94,"pas","Papunesia",NA,NA,NA,NA
"pape1239",635,"pbo","Africa",NA,NA,NA,NA
"papi1253",6316,"pap",NA,NA,NA,NA,NA
"papi1254",391,"pat",NA,"Austronesian",-2.06222,147.417,"0"
"papi1255",574,"ppe","Papunesia",NA,NA,NA,NA
"papo1239",166,"ppu","Papunesia",NA,NA,NA,NA
"papu1250",7387,"pmy",NA,"Austronesian",-2.53482,139.651,"0"
"papu1255",525,"pgz","Papunesia",NA,NA,NA,NA
"para1299",1345,NA,"Eurasia",NA,NA,NA,NA
"para1301",2767,"prk","Eurasia","Austroasiatic",22.8658,99.375,"0"
"para1302",222,"pzn","Eurasia","Sino-Tibetan",26.2072,95.1618,"0"
"para1310",2123,"aap",NA,NA,NA,NA,NA
"para1311",21541,"gug",NA,"Tupian",-25.60551,-57.08816,NA
"para1312",619,"pak","South America",NA,NA,NA,NA
"para1313",6,"paf","South America",NA,NA,NA,NA
"para1315",2078,"gvp","South America",NA,NA,NA,NA
"para1316",1000,"pbg","South America","Arawakan",10.8427,-71.8399,NA
"para1318",430,"pys","South America",NA,NA,NA,NA
"para1320",418,"agp","Papunesia",NA,NA,NA,NA
"pard1243",85,"pcl","Eurasia",NA,NA,NA,NA
"pard1245",270,"pch","Eurasia",NA,NA,NA,NA
"pare1266",637,"pcj",NA,"Austroasiatic",19.075,83.9723,"0"
"pare1272",4217,"pab","South America","Arawakan",-14.5929,-57.4059,"0"
"pari1256",714,"lkr","Africa",NA,NA,NA,NA
"park1237",6669,"kvx",NA,NA,NA,NA,NA
"park1239",1501,"pbi","Africa",NA,NA,NA,NA
"pars1251",368,"prp","Eurasia",NA,NA,NA,NA
"part1239",1842,"xpr","Eurasia",NA,NA,NA,NA
"pary1242",1188,"paq","Eurasia",NA,NA,NA,NA
"pasi1259",32,NA,"Papunesia",NA,NA,NA,NA
"pass1247",431,"yac","Papunesia",NA,NA,NA,NA
"pata1260",28,"ptn","Papunesia",NA,NA,NA,NA
"pata1261",301,"pth","South America",NA,NA,NA,NA
"pata1262",1973,"pbc","South America",NA,NA,NA,NA
"pate1247",2933,"ptp","Papunesia","Austronesian",-6.91988,146.639,"0"
"path1235",308,"pty","Eurasia",NA,NA,NA,NA
"patp1243",1402,"gfk","Papunesia","Austronesian",-3.74711,152.493,"1"
"patt1247",93,"ptq","Eurasia",NA,NA,NA,NA
"patt1248",918,"lae","Eurasia","Sino-Tibetan",32.6963,76.5966,"0"
"patt1249",2415,"mfa","Eurasia",NA,NA,NA,NA
"patw1250",2039,"pwi","North America",NA,NA,NA,NA
"paul1238",486,NA,"Papunesia","Austronesian",-3.25404,128.779,"0"
"paum1247",1673,"pad","South America",NA,NA,NA,NA
"paun1241",1581,"pnk","South America","Arawakan",-14.353747,-63.086994,"0"
"paus1244",911,"psm","South America",NA,NA,NA,NA
"pawa1255",277,"pwa","Papunesia",NA,-6.88021,145.081,"0"
"pawn1254",2300,"paw","North America","Caddoan",36.2862,-96.8937,"0"
"payn1244",121,"pmr","Papunesia","Nuclear Trans New Guinea",-4.94303,144.879,"0"
"pear1247",113,"pcb","Eurasia",NA,NA,NA,NA
"pech1241",1811,"pay",NA,"Chibchan",15.8033,-85.558,"?"
"pech1242",95,"xpc","Eurasia",NA,NA,NA,NA
"pedi1238",18101,"nso","Africa",NA,NA,NA,NA
"peee1238",166,"pai","Africa",NA,NA,NA,NA
"peer1241",235,"pfe","Africa","Atlantic-Congo",7.82186,12.2518,"?"
"peka1242",108,"pel","Papunesia",NA,NA,NA,NA
"pela1242",771,"bxd","Eurasia","Sino-Tibetan",24.2142,97.9183,"0"
"pele1245",842,"ata","Papunesia",NA,-5.58045,151.05,"0"
"pemo1245",146,"pev","South America",NA,NA,NA,NA
"pemo1248",4649,"aoc","South America","Cariban",4.97031,-61.4033,"0"
"pend1242",2806,"ums","Papunesia","Austronesian",-0.11396,119.862,"0"
"peng1244",596,"peg","Eurasia","Dravidian",19.3435,83.6552,"0"
"penn1240",6743,"pdc","Eurasia, North America",NA,NA,NA,NA
"peno1243",87,NA,"North America",NA,NA,NA,NA
"peno1244",512,"mil","North America",NA,NA,NA,NA
"penr1237",648,NA,"Papunesia","Austronesian",-9.082238,-157.922908,"1"
"pent1242",100,"ptw","North America",NA,NA,NA,NA
